,slug,#,name,symbol,marketcap,price,totalsupply,volume,change1h,change24h,change7d,more-options
387,guppy,"
388
",GUP,GUP,15295125.0,0.203935,75000000.0,935449.0,-0.48%,-3.11%,-23.26%,Add to Watchlist
388,boolberry,"
389
",BBR,BBR,15095866.9312,1.30466,11570728.7195,3570.44,0.05%,-1.25%,-8.40%,Add to Watchlist
389,ormeus-coin,"
390
",ORME,ORME,15074065.5248,0.885183,17029321.0837,1386310.0,2.43%,-1.80%,-14.27%,Add to Watchlist
390,hempcoin,"
391
",THC,THC,15012303.1608,0.0651353,230478759.763,24000.7,0.88%,-5.30%,-24.69%,Add to Watchlist
391,aeron,"
392
",ARN,ARN,14996670.0,1.15359,13000000.0,23795800.0,-1.48%,-8.35%,-10.86%,Add to Watchlist
392,unibright,"
393
",UBT,UBT,14977372.4126,0.119482,125352541.911,278262.0,-1.15%,-13.28%,-39.98%,Add to Watchlist
393,dmarket,"
394
",DMT,DMT,14963031.2974,0.297973,50216064.1985,114945.0,-1.10%,-5.56%,-22.88%,Add to Watchlist
394,uptoken,"
395
",UP,UP,14836918.5421,0.104507,141970571.752,143048.0,-2.05%,-8.81%,-29.44%,Add to Watchlist
395,blockport,"
396
",BPT,BPT,14745564.5631,0.283618,51990933.4494,81623.6,10.24%,-0.97%,-11.84%,Add to Watchlist
396,credo,"
397
",CREDO,CREDO,14687552.395,0.0267099,549891702.891,2642.31,0.50%,9.77%,35.60%,Add to Watchlist
397,agrello-delta,"
398
",DLT,DLT,14633690.1635,0.170201,85978873.0,221737.0,0.37%,-3.71%,-33.09%,Add to Watchlist
398,blocktix,"
399
",TIX,TIX,14615920.0,0.365398,40000000.0,1792370.0,0.62%,-0.10%,-22.76%,Add to Watchlist
399,florincoin,"
400
",FLO,FLO,14561966.2912,0.101034,144129365.275,103126.0,-0.04%,-0.86%,-14.10%,Add to Watchlist
400,bitusd,"
401
",BITUSD,BITUSD,14497752.5,1.0759,13475000.0,682580.0,0.10%,0.24%,4.90%,Add to Watchlist
401,blackmoon,"
402
",BMC,BMC,14465943.4884,0.683428,21166741.0297,603672.0,1.65%,-5.03%,-17.76%,Add to Watchlist
402,alqo,"
403
",ALQO,ALQO,14437443.7198,0.331323,43575132.7853,78532.3,-1.70%,-0.86%,-15.93%,Add to Watchlist
403,omni,"
404
",OMNI,OMNI,14201010.8789,25.3114,561051.971796,12324.1,0.23%,-1.99%,-24.67%,Add to Watchlist
404,lala-world,"
405
",LALA,LALA,14151956.0618,0.0746226,189647051.453,5727330.0,2.51%,-16.16%,0.42%,Add to Watchlist
405,gridcoin,"
406
",GRC,GRC,14115894.9054,0.0361656,390312753.151,40070.9,0.64%,-2.51%,-19.62%,Add to Watchlist
406,dadi,"
407
",DADI,DADI,14097839.7932,0.177146,79583167.5183,1593020.0,-0.03%,-5.77%,-26.75%,Add to Watchlist
407,polybius,"
408
",PLBT,PLBT,14085842.614,3.54846,3969564.99833,22785.1,0.04%,-0.77%,-9.22%,Add to Watchlist
408,cappasity,"
409
",CAPP,CAPP,14029340.9732,0.0320585,437616887.04,851596.0,-0.05%,-13.84%,-14.69%,Add to Watchlist
409,dimcoin,"
410
",DIM,DIM,14016915.6549,0.00666683,2102485837.33,44515.0,0.20%,-3.36%,-22.51%,Add to Watchlist
410,diamond,"
411
",DMD,DMD,13998442.3662,5.00537,2796684.83373,27901.6,-1.04%,-4.52%,-20.02%,Add to Watchlist
411,radium,"
412
",RADS,RADS,13957152.8431,4.00008,3489218.42641,198235.0,0.04%,-0.29%,-22.06%,Add to Watchlist
412,aidoc,"
413
",AIDOC,AIDOC,13900105.1021,0.0313538,443330795.695,1892360.0,-1.90%,-5.72%,-35.47%,Add to Watchlist
413,grid,"
414
",GRID,GRID,13861899.1419,0.353291,39236491.0,7785.24,0.01%,17.02%,-32.89%,Add to Watchlist
414,tao,"
415
",XTO,XTO,13545379.9063,0.411221,32939416.7766,43177.4,0.05%,-20.82%,-27.67%,Add to Watchlist
415,vericoin,"
416
",VRC,VRC,13466327.335,0.434567,30987919.78,76577.4,0.03%,-3.81%,-25.00%,Add to Watchlist
416,aphelion,"
417
",APH,APH,13412543.0586,0.369257,36323057.0,587396.0,-0.10%,-4.54%,-13.53%,Add to Watchlist
417,bismuth,"
418
",BIS,BIS,13211213.7587,1.29806,10177660.3229,31787.0,2.19%,-0.54%,-10.31%,Add to Watchlist
418,paccoin,"
419
",$PAC,$PAC,13175135.4213,0.00349286,3772019325.52,30233.3,0.21%,-0.81%,-26.14%,Add to Watchlist
419,bitshares-music,"
420
",MUSE,MUSE,13067776.9361,0.89617,14581805.8361,772.403,0.33%,-1.10%,-40.70%,Add to Watchlist
420,measurable-data-token,"
421
",MDT,MDT,13030692.7035,0.044126,295306456.59,345493.0,-0.04%,-3.67%,-26.53%,Add to Watchlist
421,restart-energy-mwat,"
422
",MWAT,MWAT,13012449.5,0.0313553,415000000.0,50050.8,-0.43%,-8.47%,-27.78%,Add to Watchlist
422,uquid-coin,"
423
",UQC,UQC,13003000.0,1.3003,10000000.0,2606530.0,0.04%,9.03%,-18.36%,Add to Watchlist
423,moeda-loyalty-points,"
424
",MDA,MDA,12986550.8164,0.661604,19628888.0,503086.0,-0.18%,-7.03%,-31.95%,Add to Watchlist
424,covesting,"
425
",COV,COV,12982322.5,0.741847,17500000.0,56702.5,-1.09%,-6.43%,-21.29%,Add to Watchlist
425,selfkey,"
426
",KEY,KEY,12849775.8927,0.00670024,1917808301.3,82981.1,0.89%,-6.85%,-27.62%,Add to Watchlist
426,oxycoin,"
427
",OXY,OXY,12779511.7105,0.117193,109046715.337,92232.5,3.89%,4.94%,6.65%,Add to Watchlist
427,monetaryunit,"
428
",MUE,MUE,12696113.9672,0.0960674,132158400.948,70282.7,0.15%,-3.31%,-22.48%,Add to Watchlist
428,sharder,"
429
",SS,SS,12684863.9878,0.0447781,283282765.187,2032560.0,-0.59%,-10.38%,-25.71%,Add to Watchlist
429,coinpoker,"
430
",CHP,CHP,12598235.5683,0.0509488,247272468.995,779345.0,2.15%,-35.71%,-50.18%,Add to Watchlist
430,oneroot-network,"
431
",RNT,RNT,12556792.9173,0.0526882,238322677.891,95408.0,0.05%,-8.58%,-12.77%,Add to Watchlist
431,envion,"
432
",EVN,EVN,12553085.8383,0.114472,109660754.056,14411.3,1.85%,-4.55%,-21.28%,Add to Watchlist
432,aichain,"
433
",AIT,AIT,12420351.4026,0.0232127,535067071.156,979397.0,-0.39%,-10.35%,-32.78%,Add to Watchlist
433,hydrogen,"
434
",HYDRO,HYDRO,12386018.8409,0.00412863,3000031206.7,159980.0,-0.47%,-15.68%,-45.05%,Add to Watchlist
434,mediccoin,"
435
",MEDIC,MEDIC,12307982.5938,0.0667487,184392843.512,7240.0,0.32%,-18.74%,-42.09%,Add to Watchlist
435,e-dinar-coin,"
436
",EDR,EDR,12230611.642,0.013801,886211987.679,32831.8,-1.34%,-0.14%,1.51%,Add to Watchlist
436,numeraire,"
437
",NMR,NMR,12220473.7146,9.05671,1349328.14616,198701.0,-1.08%,-9.57%,-27.09%,Add to Watchlist
437,revolutionvr,"
438
",RVR,RVR,12201168.0,0.0581008,210000000.0,165280.0,1.51%,-5.39%,-19.07%,Add to Watchlist
438,carvertical,"
439
",CV,CV,12188973.0473,0.00218301,5583562625.61,107304.0,0.03%,-8.73%,-28.07%,Add to Watchlist
439,graft,"
440
",GRFT,GRFT,12161036.5166,0.0492687,246830878.764,100996.0,4.08%,-5.57%,31.93%,Add to Watchlist
440,echolink,"
441
",EKO,EKO,12156737.8323,0.0326084,372810007.0,669740.0,0.14%,-3.24%,-28.80%,Add to Watchlist
441,mooncoin,"
442
",MOON,MOON,12154826.6827,5.42176e-05,224185996479.0,12698.9,2.15%,-12.68%,-35.25%,Add to Watchlist
442,oax,"
443
",OAX,OAX,12153820.0461,0.485973,25009249.58,323124.0,-0.24%,-5.32%,-29.10%,Add to Watchlist
443,nework,"
444
",NKC,NKC,12036995.3544,0.0815591,147586171.922,2588130.0,0.95%,16.51%,-36.35%,Add to Watchlist
444,sureremit,"
445
",RMT,RMT,11980500.0,0.023961,500000000.0,11448.9,0.04%,-2.12%,-19.11%,Add to Watchlist
445,swarm-fund,"
446
",SWM,SWM,11953215.9186,0.233857,51113355.2495,18931.8,3.90%,-12.11%,-39.89%,Add to Watchlist
446,databits,"
447
",DTB,DTB,11951016.1516,0.52537,22747808.5,15296.6,0.50%,1.30%,-21.69%,Add to Watchlist
447,indahash,"
448
",IDH,IDH,11896503.9465,0.029746,399936258.54,26152.9,-0.05%,-12.96%,-39.23%,Add to Watchlist
448,sibcoin,"
449
",SIB,SIB,11826449.8879,0.705317,16767566.7648,43692.0,1.01%,-0.92%,-25.04%,Add to Watchlist
449,mark-space,"
450
",MRK,MRK,11756235.2467,0.0499633,235297413.235,420142.0,-3.17%,-17.45%,-4.93%,Add to Watchlist
450,latoken,"
451
",LA,LA,11621963.5317,0.143415,81037294.0886,1694770.0,0.68%,-6.69%,-24.49%,Add to Watchlist
451,nper,"
452
",NPER,NPER,11582248.5106,0.22162,52261747.634,1051940.0,-2.75%,-2.47%,-21.08%,Add to Watchlist
452,smartlands,"
453
",SLT,SLT,11328324.1043,2.22085,5100895.65,202971.0,0.09%,1.16%,-8.40%,Add to Watchlist
453,bitclave,"
454
",CAT,CAT,11323942.5142,0.0225849,501394405.74,891871.0,0.13%,-8.31%,-22.44%,Add to Watchlist
454,expanse,"
455
",EXP,EXP,11207554.2743,1.41753,7906396.53078,85349.3,-0.08%,-6.23%,-21.35%,Add to Watchlist
455,hacken,"
456
",HKN,HKN,11178981.2006,2.30231,4855549.94793,74357.0,-1.33%,-6.80%,-33.62%,Add to Watchlist
456,te-food,"
457
",TFD,TFD,11105671.1493,0.0241488,459885010.819,68043.3,1.72%,-6.17%,-25.47%,Add to Watchlist
457,flash,"
458
",FLASH,FLASH,11097900.0,0.012331,900000000.0,21881.8,0.08%,-22.65%,-47.10%,Add to Watchlist
458,divi,"
459
",DIVX,DIVX,11093672.4391,2.07622,5343206.61546,1287760.0,0.61%,0.79%,-22.75%,Add to Watchlist
459,shipchain,"
460
",SHIP,SHIP,10850451.8582,0.0635804,170657181.43,31229.4,11.10%,-10.35%,-41.30%,Add to Watchlist
460,rebl,"
461
",REBL,REBL,10841976.8822,0.0637865,169972907.782,2099620.0,1.59%,-6.34%,-23.97%,Add to Watchlist
461,attention-token-of-media,"
462
",ATM,ATM,10832693.7427,0.00232447,4660285459.8,185344.0,0.06%,-13.48%,-35.83%,Add to Watchlist
462,solarcoin,"
463
",SLR,SLR,10823803.8108,0.255059,42436470.8199,22193.6,0.01%,-3.96%,-28.63%,Add to Watchlist
463,playkey,"
464
",PKT,PKT,10818990.621,0.793675,13631512.4213,442813.0,3.94%,-6.19%,8.98%,Add to Watchlist
464,banyan-network,"
465
",BBN,BBN,10797976.5055,0.0690245,156436866.7,1552830.0,0.02%,-7.31%,-27.54%,Add to Watchlist
465,polis,"
466
",POLIS,POLIS,10726552.4617,4.75923,2253842.0,79347.4,1.01%,-6.55%,-13.59%,Add to Watchlist
466,quantum,"
467
",QAU,QAU,10710787.276,0.143064,74867103.3663,3244.75,0.42%,-1.14%,-15.44%,Add to Watchlist
467,rubycoin,"
468
",RBY,RBY,10690601.6647,0.416471,25669498.3918,1991.43,0.07%,-4.76%,-22.47%,Add to Watchlist
468,fitrova,"
469
",FRV,FRV,10637665.0558,0.00149627,7109455550.0,284383.0,38.35%,-39.84%,-76.54%,Add to Watchlist
469,paragon,"
470
",PRG,PRG,10617573.2318,0.161027,65936602.1338,93280.1,-0.07%,-17.09%,-5.12%,Add to Watchlist
470,linda,"
471
",LINDA,LINDA,10476807.9629,0.00116068,9026439641.36,62253.9,-3.43%,-3.81%,-20.11%,Add to Watchlist
471,maecenas,"
472
",ART,ART,10473800.3595,0.347388,30150150.1476,695.573,0.05%,0.85%,-20.31%,Add to Watchlist
472,neumark,"
473
",NEU,NEU,10451062.9223,0.363868,28722127.0414,117464.0,0.01%,-4.82%,-21.46%,Add to Watchlist
473,nolimitcoin,"
474
",NLC2,NLC2,10376107.7921,0.0498895,207981795.611,13956.0,-0.13%,-1.53%,-15.37%,Add to Watchlist
474,axpire,"
475
",AXP,AXP,10338763.0,0.0390142,265000000.0,70556.8,0.28%,-0.01%,-27.49%,Add to Watchlist
475,deviantcoin,"
476
",DEV,DEV,10309518.391,4.2338,2435050.87415,120035.0,1.16%,-1.20%,3.78%,Add to Watchlist
476,swissborg,"
477
",CHSB,CHSB,10289290.2413,0.0178689,575821132.878,54291.3,-0.75%,-3.78%,-20.91%,Add to Watchlist
477,olympus-labs,"
478
",MOT,MOT,10146508.0978,0.275017,36894112.3559,163889.0,0.10%,-10.56%,-20.68%,Add to Watchlist
478,chronobank,"
479
",TIME,TIME,9982623.87166,14.0578,710112.8108,494464.0,0.60%,-4.65%,5.31%,Add to Watchlist
479,matryx,"
480
",MTX,MTX,9944042.75554,0.428174,23224303.1,1131130.0,0.52%,1.91%,-30.27%,Add to Watchlist
480,bitsend,"
481
",BSD,BSD,9909174.82875,0.513635,19292250.0,31961.2,0.15%,-1.15%,-16.18%,Add to Watchlist
481,icos,"
482
",ICOS,ICOS,9907011.12651,17.8171,556039.486028,5564.93,0.05%,1.22%,-11.59%,Add to Watchlist
482,pareto-network,"
483
",PARETO,PARETO,9816903.81756,0.0401077,244763569.528,81135.0,-1.27%,-13.44%,-19.65%,Add to Watchlist
483,newyorkcoin,"
484
",NYC,NYC,9804206.92432,7.31523e-05,134024588760.0,18428.9,2.13%,-0.61%,-22.62%,Add to Watchlist
484,luxcoin,"
485
",LUX,LUX,9780264.0372,5.42757,1801960.0,45175.7,0.24%,-2.78%,-22.03%,Add to Watchlist
485,nebula-ai,"
486
",NBAI,NBAI,9714086.27569,0.00835488,1162684117.03,25509.9,-8.60%,-15.16%,-37.17%,Add to Watchlist
486,everus,"
487
",EVR,EVR,9705444.58142,0.0664497,146057011.264,648516.0,-0.66%,-14.10%,-63.57%,Add to Watchlist
487,digitex-futures,"
488
",DGTX,DGTX,9591890.0,0.0137027,700000000.0,65011.2,1.48%,-3.34%,?,Add to Watchlist
488,clams,"
489
",CLAM,CLAM,9504880.97891,3.10698,3059202.49854,35586.7,-0.31%,-5.74%,-18.40%,Add to Watchlist
489,peepcoin,"
490
",PCN,PCN,9480595.92721,0.000653484,14507770545.6,430618.0,0.37%,2.74%,-19.84%,Add to Watchlist
490,polyswarm,"
491
",NCT,NCT,9460176.30001,0.00644332,1468214569.51,37283.7,-0.98%,-13.07%,-33.63%,Add to Watchlist
491,domraider,"
492
",DRT,DRT,9449626.55,0.0159757,591500000.0,116732.0,0.42%,-8.33%,-27.39%,Add to Watchlist
492,rialto,"
493
",XRL,XRL,9396441.16488,0.122691,76586230.1626,2282.04,0.02%,-14.03%,-20.56%,Add to Watchlist
493,russian-mining-coin,"
494
",RMC,RMC,9390101.93,6230.99,1507.0,9757.49,-0.15%,-3.41%,-14.88%,Add to Watchlist
494,fluz-fluz,"
495
",FLUZ,FLUZ,9345688.206,0.0456377,204780000.0,1956.39,0.01%,-6.25%,-20.12%,Add to Watchlist
495,bezop,"
496
",BEZ,BEZ,9254284.50904,0.21706,42634684.0,1605950.0,7.26%,26.81%,127.44%,Add to Watchlist
496,etheroll,"
497
",DICE,DICE,9242001.86396,1.31998,7001622.64879,36847.4,-0.26%,-6.85%,-21.30%,Add to Watchlist
497,rentberry,"
498
",BERRY,BERRY,9215969.66469,0.0360447,255681685.926,47625.7,-1.26%,-11.29%,-35.68%,Add to Watchlist
498,linker-coin,"
499
",LNC,LNC,9059702.84635,0.0803335,112776150.004,365573.0,-4.01%,42.35%,45.14%,Add to Watchlist
499,lomocoin,"
500
",LMC,LMC,9038110.2007,0.0386469,233863782.107,36886.5,0.39%,-9.56%,-30.52%,Add to Watchlist
500,lockchain,"
501
",LOC,LOC,9022512.8105,0.970897,9292966.0,121042.0,-0.42%,-4.42%,-12.48%,Add to Watchlist
501,elixir,"
502
",ELIX,ELIX,9018889.04604,0.283897,31768173.1263,21622.7,-0.57%,-13.74%,-34.63%,Add to Watchlist
502,friends,"
503
",FDZ,FDZ,8978251.63538,0.0176191,509574929.218,21888.1,-0.12%,-9.02%,-31.30%,Add to Watchlist
503,myriad,"
504
",XMY,XMY,8885135.01295,0.0056326,1577448250.0,19179.1,0.17%,-5.29%,-24.63%,Add to Watchlist
504,sharex,"
505
",SEXC,SEXC,8834583.87243,0.0136861,645515075.327,2058430.0,0.01%,-13.88%,-26.52%,Add to Watchlist
505,nexium,"
506
",NXC,NXC,8812927.55765,0.132484,66520693.5,106542.0,-1.32%,-6.96%,-7.50%,Add to Watchlist
506,sprouts,"
507
",SPRTS,SPRTS,8794448.19539,9.07254e-07,9.69347965993e+12,25107.5,-3.33%,1.71%,-19.95%,Add to Watchlist
507,heronode,"
508
",HER,HER,8754737.45201,0.0216373,404613212.0,182051.0,0.06%,-7.65%,-25.41%,Add to Watchlist
508,rivetz,"
509
",RVT,RVT,8738331.88074,0.332959,26244468.18,16885.9,-2.34%,-12.69%,-33.95%,Add to Watchlist
509,ucash,"
510
",UCASH,UCASH,8666668.25121,0.0046982,1844678440.94,24513.0,0.07%,-8.83%,-24.66%,Add to Watchlist
510,neoscoin,"
511
",NEOS,NEOS,8655157.06207,2.26514,3821025.2179,174575.0,0.05%,-4.13%,-18.03%,Add to Watchlist
511,swarm-city,"
512
",SWT,SWT,8623013.61878,1.04242,8272110.68359,219680.0,1.37%,-1.64%,-22.51%,Add to Watchlist
512,leverj,"
513
",LEV,LEV,8591722.33325,0.0727554,118090510.577,18108.8,0.04%,5.69%,-14.90%,Add to Watchlist
513,bee-token,"
514
",BEE,BEE,8556014.67959,0.0506205,169022721.617,21857.9,0.01%,-5.25%,-21.80%,Add to Watchlist
514,dubaicoin-dbix,"
515
",DBIX,DBIX,8444228.36972,3.78173,2232900.913,94936.2,-0.12%,-2.65%,-3.69%,Add to Watchlist
515,musicoin,"
516
",MUSIC,MUSIC,8374075.72345,0.0107897,776117568.0,34938.3,-0.57%,-5.50%,-22.33%,Add to Watchlist
516,zap,"
517
",ZAP,ZAP,8353771.0518,0.0784276,106515704.316,39362.4,1.85%,-18.79%,-40.06%,Add to Watchlist
517,rise,"
518
",RISE,RISE,8254260.69162,0.0660272,125013035.41,5385.15,-2.68%,-1.76%,-7.50%,Add to Watchlist
518,hubii-network,"
519
",HBT,HBT,8249421.41641,0.610326,13516418.1379,1005.81,0.01%,-5.01%,-14.37%,Add to Watchlist
519,stipend,"
520
",SPD,SPD,8204047.40429,1.49087,5502859.00467,40034.0,3.98%,1.89%,-14.88%,Add to Watchlist
520,patientory,"
521
",PTOY,PTOY,8172290.0,0.116747,70000000.0,159309.0,-1.02%,-6.02%,-27.22%,Add to Watchlist
521,policypal-network,"
522
",PAL,PAL,8164378.22867,0.0244627,333748042.067,118882.0,-3.89%,-10.70%,-46.96%,Add to Watchlist
522,okcash,"
523
",OK,OK,8141888.22941,0.109978,74031972.1164,27572.9,0.30%,-4.15%,-24.39%,Add to Watchlist
523,the-champcoin,"
524
",TCC,TCC,8080733.90524,0.0489962,164925727.0,18575.8,0.03%,-22.94%,-14.73%,Add to Watchlist
524,energycoin,"
525
",ENRG,ENRG,8072971.14206,0.0662209,121909716.45,7992.54,0.01%,-2.04%,-24.46%,Add to Watchlist
525,profile-utility-token,"
526
",PUT,PUT,7988420.28281,0.176519,45255299.8987,1232100.0,-1.18%,-14.42%,-47.33%,Add to Watchlist
526,eztoken,"
527
",EZT,EZT,7744663.5,0.673449,11500000.0,7108.17,6.17%,-9.55%,-13.12%,Add to Watchlist
527,morpheus-labs,"
528
",MITX,MITX,7730335.15337,0.043783,176560198.099,863355.0,-0.71%,-2.40%,-24.71%,Add to Watchlist
528,remme,"
529
",REM,REM,7714762.91725,0.0128516,600295910.023,558704.0,-0.15%,-18.67%,-32.26%,Add to Watchlist
529,atn,"
530
",ATN,ATN,7698905.86185,0.358,21505323.6364,43793.8,0.08%,-1.07%,-22.56%,Add to Watchlist
530,encrypgen,"
531
",DNA,DNA,7646200.04674,0.122889,62220378.1196,210961.0,0.11%,-0.67%,-18.29%,Add to Watchlist
531,bit-tube,"
532
",TUBE,TUBE,7625705.5361,0.144745,52683723.3486,10641.3,0.00%,-1.81%,-18.23%,Add to Watchlist
532,gambit,"
533
",GAM,GAM,7601057.0435,6.33274,1200279.34883,1575.33,0.05%,-2.60%,-15.14%,Add to Watchlist
533,effect-ai,"
534
",EFX,EFX,7597674.38793,0.0392303,193668526.316,58866.2,-0.50%,-4.18%,-34.04%,Add to Watchlist
534,bitdegree,"
535
",BDG,BDG,7594304.91741,0.0214184,354569198.325,8696.72,5.47%,-11.59%,-31.64%,Add to Watchlist
535,bulwark,"
536
",BWK,BWK,7592592.4658,0.980266,7745440.99847,53888.6,0.57%,-3.72%,-31.93%,Add to Watchlist
536,insurepal,"
537
",IPL,IPL,7592373.0,0.037773,201000000.0,273726.0,8.04%,5.08%,5.35%,Add to Watchlist
537,flixxo,"
538
",FLIXX,FLIXX,7539288.96102,0.097679,77184338.0974,363963.0,0.78%,-5.31%,-29.01%,Add to Watchlist
538,local-world-forwarders,"
539
",LWF,LWF,7500870.75505,0.080623,93036363.7554,31724.2,0.45%,1.80%,?,Add to Watchlist
539,cvcoin,"
540
",CVCOIN,CVCOIN,7365980.14743,0.748801,9837033.0,16679.4,4.99%,-0.85%,-5.73%,Add to Watchlist
540,trust,"
541
",TRST,TRST,7357120.90325,0.0798407,92147500.0,239349.0,0.42%,-11.79%,-59.95%,Add to Watchlist
541,golos,"
542
",GOLOS,GOLOS,7308984.98644,0.0586978,124518891.448,195731.0,1.83%,6.55%,-15.46%,Add to Watchlist
542,pinkcoin,"
543
",PINK,PINK,7308395.74547,0.0191366,381906699.491,23015.5,0.04%,12.41%,-22.26%,Add to Watchlist
543,cargox,"
544
",CXO,CXO,7301789.04832,0.0565717,129071409.35,20762.2,-0.54%,-5.92%,-26.46%,Add to Watchlist
544,stealth,"
545
",XST,XST,7287361.97573,0.252101,28906517.5296,4202.59,-2.73%,-5.60%,-22.50%,Add to Watchlist
545,foldingcoin,"
546
",FLDC,FLDC,7252399.77498,0.0121962,594644215.0,12829.0,-0.17%,-5.89%,-25.65%,Add to Watchlist
546,coinfi,"
547
",COFI,COFI,7214814.77022,0.0414751,173955331.517,110516.0,1.12%,-6.69%,-33.41%,Add to Watchlist
547,napoleonx,"
548
",NPX,NPX,7185437.09,0.283673,25330000.0,14392.4,-0.94%,0.06%,-22.88%,Add to Watchlist
548,helbiz,"
549
",HBZ,HBZ,7119734.8454,0.0144783,491752128.731,1913030.0,-0.09%,-5.03%,4.52%,Add to Watchlist
549,dynamic,"
550
",DYN,DYN,7083433.73748,1.43167,4947672.11542,66034.9,0.04%,-3.74%,-16.19%,Add to Watchlist
550,devery,"
551
",EVE,EVE,7043841.83632,0.111952,62918410.0,54220.1,0.56%,-11.06%,-30.23%,Add to Watchlist
551,debitum-network,"
552
",DEB,DEB,6973032.36293,0.0368387,189285516.67,51116.7,-3.31%,-8.86%,-33.54%,Add to Watchlist
552,novacoin,"
553
",NVC,NVC,6953906.0262,3.33825,2083099.23649,11145.0,0.11%,0.56%,-14.29%,Add to Watchlist
553,xpa,"
554
",XPA,XPA,6932402.09503,0.121243,57177751.2519,142800.0,0.01%,-8.23%,-27.65%,Add to Watchlist
554,nimiq,"
555
",NET,NET,6890593.5,0.656247,10500000.0,100281.0,-0.84%,-9.58%,-42.55%,Add to Watchlist
555,goldcoin,"
556
",GLD,GLD,6882405.33254,0.167664,41048796.0,6895.77,-0.16%,-2.33%,-29.66%,Add to Watchlist
556,atbcoin,"
557
",ATB,ATB,6864070.62908,0.164497,41727634.1154,835518.0,0.14%,-2.34%,-18.34%,Add to Watchlist
557,lendingblock,"
558
",LND,LND,6732894.27438,0.0118869,566412965.061,41588.0,-1.24%,-7.35%,-37.05%,Add to Watchlist
558,aidcoin,"
559
",AID,AID,6644913.74255,0.177276,37483436.8022,1364180.0,2.08%,-13.56%,-20.16%,Add to Watchlist
559,xaurum,"
560
",XAUR,XAUR,6628842.32122,0.0521409,127133254.724,21730.3,0.10%,-3.72%,-14.35%,Add to Watchlist
560,idex-membership,"
561
",IDXM,IDXM,6626880.0,3313.44,2000.0,11137.4,4.72%,-7.01%,-12.13%,Add to Watchlist
561,exrnchain,"
562
",EXRN,EXRN,6626200.5,7.16346e-05,92500000000.0,15629.8,-0.19%,-8.66%,-6.43%,Add to Watchlist
562,spectrecoin,"
 563
",XSPEC,XSPEC,6619295.98775,0.318461,20785264.0912,13851.8,1.85%,-5.69%,-23.10%,Add to Watchlist
563,bounty0x,"
564
",BNTY,BNTY,6611809.81671,0.0478857,138074828.534,52747.7,-1.92%,-16.33%,-28.13%,Add to Watchlist
564,zilla,"
565
",ZLA,ZLA,6503749.5997,0.169075,38466654.4415,1738050.0,0.38%,2.15%,-29.22%,Add to Watchlist
565,hollywoodcoin,"
566
",HWC,HWC,6471286.61461,1.30271,4967557.33402,115285.0,-4.55%,-5.83%,-31.09%,Add to Watchlist
566,oyster-shell,"
567
",SHL,SHL,6414886.39823,0.101664,63098898.3144,101833.0,0.28%,-16.95%,-31.84%,Add to Watchlist
567,leadcoin,"
568
",LDC,LDC,6347024.20429,0.00809157,784399591.71,680765.0,-0.70%,-6.96%,-31.11%,Add to Watchlist
568,aventus,"
569
",AVT,AVT,6325860.0,1.05431,6000000.0,91472.0,2.63%,-3.76%,-19.35%,Add to Watchlist
569,dovu,"
570
",DOVU,DOVU,6318512.52633,0.0851604,74195430.3447,1506.11,2.92%,-16.40%,-31.26%,Add to Watchlist
570,snovio,"
571
",SNOV,SNOV,6290763.79583,0.0155335,404980448.439,36303.8,-2.11%,-9.32%,-35.67%,Add to Watchlist
571,espers,"
572
",ESP,ESP,6276513.91122,0.000289735,21662946869.5,7992.65,0.04%,5.14%,-25.70%,Add to Watchlist
572,change,"
573
",CAG,CAG,6274519.46091,0.169079,37109986.8163,24745.7,0.96%,2.14%,-13.97%,Add to Watchlist
573,adbank,"
574
",ADB,ADB,6264662.4168,0.0130255,480953699.804,9373.87,0.88%,-1.64%,-28.16%,Add to Watchlist
574,fintrux-network,"
575
",FTX,FTX,6217207.80378,0.112166,55428630.8131,582737.0,-0.09%,-4.94%,-30.70%,Add to Watchlist
575,heat-ledger,"
576
",HEAT,HEAT,6216002.03648,0.180835,"
34,373,888
*
",2845.32,4.04%,-8.95%,-1.30%,Add to Watchlist
576,titanium-bar,"
577
",TBAR,TBAR,6195322.06008,0.143005,43322415.7203,85085.7,-0.46%,-15.63%,-44.02%,Add to Watchlist
577,mysterium,"
578
",MYST,MYST,6191486.00517,0.318672,19429024.2167,130108.0,-0.19%,-4.20%,-22.83%,Add to Watchlist
578,toacoin,"
579
",TOA,TOA,6101108.7394,0.00241563,2525680149.44,22398.2,-0.21%,-3.18%,-22.92%,Add to Watchlist
579,life,"
580
",LIFE,LIFE,6091719.15324,0.000271297,22454060137.9,17233.8,2.84%,5.71%,-27.71%,Add to Watchlist
580,curecoin,"
581
",CURE,CURE,6074534.47016,0.254452,23873007.3655,4498.06,-0.26%,-3.91%,-18.33%,Add to Watchlist
581,pirl,"
582
",PIRL,PIRL,6063916.94706,0.346382,17506443.6,60345.8,0.09%,-4.72%,-18.60%,Add to Watchlist
582,solaris,"
583
",XLR,XLR,6063431.61709,4.54322,1334611.05055,29067.5,-1.20%,-7.61%,-23.27%,Add to Watchlist
583,ethereum-blue,"
584
",BLUE,BLUE,6061642.07921,0.165414,36645278.3876,20653.9,1.88%,11.63%,-14.02%,Add to Watchlist
